time_start,time_end,Sender,Receiver,Distance
2123.2,2124.6,24,16,1
2123.4,2124.3,16,27,1
2123.4,2125.0,7,6,1
2123.8,2125.1,22,20,1
2124.2,2125.1,9,21,1
2124.6,2128.1,16,5,1
2124.7,2125.7,3,6,1
2125.0,2127.4,10,11,1
2125.1,2126.1,18,22,1
2125.1,2132.2,20,6,1
2125.3,2126.2,27,24,1
2125.6,2126.4,17,22,1
2126.0,2128.2,28,27,1
2126.1,2128.1,15,4,1
2126.1,2127.6,18,20,1
2126.1,2128.3,24,27,1
2126.2,2128.0,1,28,1
2126.2,2127.7,7,8,1
2127.0,2128.8,5,6,1
2127.0,2127.8,9,14,1
2127.1,2129.0,6,27,1
2127.5,2128.7,3,4,1
2127.6,2128.7,6,8,1
2127.7,2129.1,22,16,1
2127.7,2128.8,22,16,1
2128.1,2129.4,4,12,1
2128.1,2131.6,5,9,1
2128.5,2129.9,11,2,1
2128.7,2130.5,28,27,1
2128.7,2129.6,8,6,1
2129.0,2131.2,27,16,1
2129.6,2130.9,23,27,1
2129.6,2130.6,6,23,1
2129.7,2131.1,14,9,1
2129.9,2131.9,2,13,1
2129.9,2130.9,16,22,1
2130.1,2131.9,27,18,1
2130.4,2132.7,16,26,1
2130.4,2132.4,12,5,1
2130.6,2130.9,23,27,1
2130.7,2132.7,22,18,1
2130.7,2131.4,8,12,1
2130.8,2133.8,16,23,1
2130.8,2132.1,12,6,1
2130.9,2131.0,27,28,1
2130.9,2131.9,27,23,1
2131.2,2134.3,7,4,1
2131.4,2132.4,4,22,1
2131.5,2132.4,9,2,1
2131.6,2133.1,9,2,1
2131.8,2132.7,14,2,1
2131.8,2132.1,6,20,1
2131.8,2134.2,4,20,1
2132.1,2133.2,6,12,1
2132.4,2133.2,5,4,1
2133.3,2136.0,27,19,1
2133.4,2135.3,2,11,1
2133.7,2135.3,12,2,1
2133.9,2135.5,18,1,1
2134.0,2135.4,6,11,1
2134.1,2135.7,22,19,1
2134.1,2137.5,26,20,1
2134.2,2135.6,20,26,1
2134.4,2136.9,2,1,1
2134.6,2136.4,1,4,1
2134.7,2134.9,7,20,1
2135.5,2136.9,1,4,1
2135.5,2138.5,7,6,1
2135.7,2137.8,3,27,1
2135.9,2137.4,18,27,1
2136.3,2137.5,8,1,1
2136.4,2138.5,4,17,1
2136.4,2137.5,26,17,1
2136.8,2137.6,9,7,1
2137.0,2138.2,2,14,1
2137.0,2138.4,19,26,1
2137.2,2139.0,21,2,1
2137.5,2139.3,20,4,1
2137.5,2138.7,1,8,1
2137.5,2138.7,13,25,1
2137.6,2140.0,7,9,1
2137.8,2139.6,23,24,1
2138.0,2139.3,11,4,1
2138.0,2139.0,27,20,1
2138.0,2139.0,4,3,1
2138.4,2140.1,1,7,1
2138.7,2139.4,25,22,1
2138.8,2141.4,11,15,1
2139.2,2140.3,17,28,1
2139.3,2140.9,8,9,1
2139.3,2140.2,21,20,1
2139.5,2142.1,26,16,1
2139.7,2140.6,3,2,1
2140.1,2141.7,13,1,1
2140.2,2141.8,4,11,1
2140.3,2141.3,19,22,1
2140.4,2141.1,17,16,1
2140.6,2141.8,20,19,1
2140.8,2142.2,24,17,1
2141.1,2142.2,16,17,1
2141.5,2143.0,5,8,1
2141.6,2143.4,11,3,1
2141.6,2143.7,28,23,1
2141.6,2142.6,28,16,1
2141.7,2143.4,22,15,1
2141.9,2144.3,9,10,1
2141.9,2143.0,7,4,1
2142.0,2144.2,8,9,1
2142.2,2144.0,17,4,1
2142.3,2143.8,2,6,1
2142.6,2144.3,15,17,1
2142.7,2145.1,25,27,1
2142.8,2143.6,19,21,1
2143.1,2144.9,11,5,1
2143.3,2144.7,22,16,1
2143.6,2145.9,21,25,1
2143.6,2144.8,1,12,1
2143.9,2144.8,16,28,1
2144.0,2146.5,4,23,1
2144.2,2145.1,4,2,1
2144.2,2146.0,9,6,1
2144.5,2147.6,7,9,1
2144.6,2146.0,17,16,1
2144.9,2146.2,17,22,1
2145.2,2147.8,18,21,1
2145.4,2146.0,28,20,1
2145.5,2147.8,3,10,1
2145.7,2148.1,6,3,1
2145.9,2147.0,15,23,1
2145.9,2147.5,8,5,1
2146.0,2147.2,2,14,1
2146.5,2147.9,23,5,1
2146.8,2149.3,16,21,1
2146.9,2148.5,10,18,1
2147.4,2148.4,22,23,1
2147.7,2149.1,6,17,1
2147.9,2149.0,5,2,1
2148.1,2149.8,27,26,1
2148.3,2149.1,20,27,1
2148.4,2149.4,23,22,1
2148.5,2149.5,18,19,1
2148.7,2150.6,12,3,1
2149.3,2149.9,21,17,1
2149.4,2150.5,5,6,1
2149.4,2150.9,9,3,1
2149.5,2151.0,16,17,1
2149.8,2150.5,5,18,1
2149.8,2152.1,26,18,1
2149.9,2152.0,17,24,1
2150.0,2151.2,19,24,1
2150.3,2151.4,21,20,1
2150.4,2151.8,27,21,1
2150.5,2152.2,25,26,1
2150.5,2153.7,2,8,1
2151.8,2153.8,22,17,1
2151.9,2152.6,6,1,1
2151.9,2153.3,3,10,1
2152.1,2153.1,17,22,1
2152.5,2153.6,20,28,1
2152.5,2153.9,10,17,1
2153.2,2154.3,19,27,1
2153.9,2154.9,21,27,1
2154.0,2155.3,1,8,1
2154.2,2156.2,13,11,1
2154.2,2154.9,28,20,1
2154.5,2156.1,3,12,1
2155.3,2157.5,25,4,1
2155.5,2156.6,8,6,1
2156.4,2157.2,26,19,1
2156.5,2158.0,27,19,1
2156.5,2157.5,17,22,1
2156.8,2159.0,24,10,1
2157.0,2157.9,20,16,1
2157.0,2158.8,11,3,1
2157.0,2157.9,27,17,1
2157.2,2159.5,24,22,1
2157.3,2158.1,6,8,1
2157.4,2159.3,5,26,1
2157.4,2158.4,10,16,1
2157.8,2159.0,12,6,1
2158.0,2159.3,19,20,1
2158.2,2159.1,19,27,1
2158.3,2160.3,19,1,1
2158.4,2159.9,8,12,1
2158.8,2159.6,6,12,1
2159.0,2162.1,22,19,1
2159.0,2160.0,10,2,1
2159.1,2160.6,15,23,1
2159.3,2159.8,20,23,1
2159.3,2161.5,26,23,1
2159.8,2161.5,5,6,1
2159.9,2161.8,12,5,1
2160.1,2161.6,22,18,1
2160.2,2162.4,12,6,1
2160.3,2161.0,3,5,1
2160.5,2161.4,1,6,1
2160.6,2161.6,23,26,1
2160.6,2160.7,16,13,1
2160.8,2162.4,6,7,1
2161.5,2164.9,23,8,1
2161.9,2164.0,12,18,1
2162.0,2166.1,17,10,1
2162.2,2163.7,2,25,1
2162.2,2164.7,16,10,1
2162.4,2163.9,7,1,1
2162.5,2164.9,25,11,1
2163.0,2164.7,6,7,1
2163.0,2164.6,18,19,1
2164.7,2166.2,26,22,1
2164.9,2166.7,8,12,1
2165.1,2165.9,18,15,1
2165.4,2165.6,25,14,1
2165.7,2166.7,1,13,1
2166.0,2167.4,19,16,1
2166.4,2168.7,26,25,1
2166.4,2169.8,24,1,1
2166.7,2168.7,13,7,1
2167.2,2168.2,7,6,1
2167.3,2169.6,10,3,1
2167.4,2170.2,22,23,1
2168.1,2168.4,3,16,1
2168.7,2170.5,21,18,1
2168.9,2169.7,16,18,1
2169.2,2170.5,6,13,1
2169.3,2170.4,10,3,1
2169.8,2175.9,1,5,1
2170.0,2170.7,25,22,1
2170.2,2171.5,7,13,1
2170.6,2171.5,23,22,1
2170.7,2173.0,14,1,1
2171.5,2175.7,22,26,1
2171.5,2172.2,3,6,1
2171.8,2173.7,16,4,1
2171.9,2173.9,13,1,1
2172.0,2174.2,11,8,1
2173.1,2175.9,11,15,1
2173.3,2175.7,18,28,1
2173.3,2174.2,6,1,1
2173.5,2174.4,27,22,1
2173.6,2175.3,9,14,1
2173.7,2176.4,23,19,1
2173.7,2174.8,4,24,1
2173.9,2174.9,22,26,1
2173.9,2176.3,18,22,1
2174.1,2174.3,13,18,1
2174.4,2176.0,1,24,1
2174.8,2176.5,1,4,1
2175.5,2176.6,22,27,1
2175.6,2176.5,1,3,1
2175.7,2177.6,26,21,1
2176.0,2178.3,24,7,1
2176.1,2177.7,24,17,1
2176.2,2178.2,1,8,1
2176.7,2177.8,5,6,1
2176.9,2179.7,14,5,1
2177.1,2180.6,11,1,1
2177.2,2178.4,4,6,1
2177.2,2178.2,28,25,1
2177.6,2178.8,21,3,1
2177.8,2181.0,3,6,1
2178.2,2179.7,25,23,1
2178.2,2178.8,8,14,1
2178.3,2180.2,7,21,1
2178.4,2179.2,27,6,1
2178.8,2179.8,3,12,1
2179.3,2180.3,22,25,1
2179.4,2179.6,8,27,1
2179.7,2180.6,17,16,1
2179.9,2181.4,14,8,1
2179.9,2181.4,22,26,1
2180.6,2181.8,16,22,1
2180.8,2184.1,12,5,1
2180.9,2181.7,24,16,1
2181.0,2181.7,6,26,1
2181.0,2182.6,11,13,1
2181.2,2182.8,21,9,1
2181.3,2182.4,25,15,1
2181.4,2182.4,8,2,1
2181.6,2182.9,1,5,1
2181.6,2182.7,6,13,1
2181.7,2183.1,26,18,1
2181.9,2183.9,8,5,1
2182.7,2185.6,13,28,1
2182.7,2187.1,16,1,1
2182.8,2184.1,23,25,1
2182.8,2184.5,26,18,1
2182.8,2184.6,22,24,1
2182.8,2184.2,9,6,1
2183.3,2184.6,13,11,1
2183.9,2184.8,9,3,1
2183.9,2185.6,5,1,1
2184.5,2186.5,18,28,1
2184.6,2185.9,24,25,1
2184.7,2186.9,2,9,1
2184.7,2186.6,18,25,1
2184.8,2186.2,3,9,1
2185.1,2188.1,25,22,1
2185.3,2186.5,5,8,1
2185.8,2187.3,8,5,1
2185.9,2187.6,25,21,1
2186.3,2187.9,1,3,1
2186.5,2187.8,8,24,1
2186.6,2186.9,18,8,1
2186.9,2187.8,11,2,1
2187.0,2189.2,28,26,1
2187.0,2187.8,15,28,1
2187.0,2188.5,18,26,1
2187.1,2188.9,1,9,1
2187.3,2190.9,5,14,1
2187.6,2188.9,5,6,1
2187.8,2189.7,24,8,1
2188.0,2191.5,9,6,1
2188.9,2189.8,6,2,1
2189.0,2190.5,21,20,1
2189.2,2191.2,28,21,1
2189.3,2190.2,24,22,1
2189.6,2190.7,25,24,1
2189.6,2191.5,9,2,1
2189.7,2192.1,8,6,1
2189.9,2191.4,26,22,1
2190.1,2192.2,9,8,1
2190.3,2191.5,28,16,1
2190.3,2192.7,2,13,1
2190.3,2192.2,16,17,1
2191.1,2192.9,12,17,1
2191.5,2193.5,6,11,1
2192.1,2196.1,24,12,1
2192.4,2192.7,2,15,1
2192.6,2194.4,22,26,1
2192.7,2195.1,13,9,1
2192.9,2193.8,17,27,1
2193.0,2196.0,20,17,1
2193.3,2196.0,6,9,1
2193.7,2196.7,8,6,1
2193.8,2195.8,27,28,1
2193.9,2194.7,21,26,1
2194.5,2195.9,16,27,1
2194.7,2196.0,26,24,1
2194.7,2195.9,2,24,1
2194.8,2196.0,17,20,1
2195.0,2197.5,10,4,1
2195.6,2198.5,11,3,1
2196.0,2197.7,9,7,1
2196.0,2197.6,20,17,1
2196.1,2196.7,9,4,1
2196.5,2199.3,3,12,1
2196.7,2197.6,4,9,1
2197.0,2197.9,6,7,1
2197.0,2199.8,26,11,1
2197.0,2198.5,5,7,1
2197.1,2200.5,24,25,1
2197.7,2200.4,10,1,1
2197.8,2199.2,15,20,1
2197.9,2199.0,7,6,1
2198.1,2199.4,17,20,1
2198.3,2199.3,9,4,1
2198.5,2199.5,7,3,1
2198.5,2199.5,27,20,1
2198.7,2201.3,12,5,1
2198.8,2199.3,24,2,1
2199.0,2201.0,4,25,1
2199.3,2201.0,4,9,1
2199.3,2200.4,28,15,1
2199.5,2201.6,17,18,1
2199.6,2201.0,7,2,1
2199.6,2200.1,20,17,1
2199.8,2201.2,11,13,1
2200.0,2202.0,20,21,1
2200.1,2202.7,3,5,1
2200.4,2201.8,15,3,1
2200.8,2202.4,9,1,1
2201.0,2202.9,2,4,1
2201.7,2203.3,6,13,1
2201.8,2203.3,3,9,1
2202.2,2203.2,1,6,1
2202.2,2203.5,18,15,1
2202.8,2204.4,21,20,1
2202.9,2206.6,4,17,1
2203.0,2203.6,25,26,1
2203.0,2204.9,13,6,1
2203.3,2203.5,9,23,1
2203.3,2204.9,9,15,1
2203.7,2205.7,9,10,1
2204.7,2204.8,6,18,1
2204.7,2205.5,20,19,1
2204.9,2205.5,15,22,1
2205.3,2206.9,20,16,1
2205.4,2206.0,5,4,1
2205.5,2206.9,22,9,1
2205.6,2206.4,26,25,1
2206.1,2207.8,12,3,1
2206.2,2207.4,1,2,1
2206.2,2207.5,13,6,1
2206.6,2209.3,17,16,1
2206.7,2210.7,19,25,1
2206.8,2208.2,10,2,1
2206.9,2208.1,16,28,1
2207.3,2208.4,4,1,1
2207.5,2207.9,6,18,1
2207.6,2209.0,24,8,1
2207.8,2209.3,2,6,1
2208.2,2210.7,25,15,1
2208.2,2208.9,2,3,1
2208.4,2209.9,1,4,1
2208.5,2209.8,9,13,1
2208.7,2211.2,17,12,1
2208.9,2209.3,19,7,1
2209.0,2212.2,8,2,1
2209.2,2210.6,2,10,1
2209.3,2210.7,16,1,1
2210.0,2212.0,3,12,1
2210.1,2211.4,3,11,1
2210.7,2212.6,1,3,1
2211.2,2211.9,28,24,1
2211.2,2213.2,12,1,1
2211.3,2212.1,15,20,1
2211.6,2213.2,15,23,1
2211.8,2212.9,22,19,1
2211.9,2214.1,24,10,1
2212.1,2214.6,10,12,1
2212.1,2213.4,20,22,1
2212.6,2213.6,3,2,1
2212.7,2213.4,11,3,1
2212.7,2213.5,25,28,1
2212.9,2214.5,19,25,1
2213.2,2215.0,1,4,1
2213.6,2214.7,2,9,1
2214.0,2215.9,12,6,1
2214.1,2215.3,3,6,1
2214.6,2216.2,12,11,1
2214.7,2216.0,22,18,1
2214.9,2216.7,28,15,1
2215.0,2215.9,25,19,1
2215.0,2216.3,4,28,1
2215.1,2216.9,4,10,1
2215.3,2216.8,19,17,1
2215.7,2216.4,28,22,1
2215.9,2218.5,19,25,1
2216.0,2218.3,9,11,1
2216.3,2218.5,28,15,1
2216.4,2218.1,25,17,1
2216.5,2217.8,13,6,1
2216.5,2217.1,6,3,1
2216.9,2220.0,23,3,1
2217.0,2219.2,22,26,1
2217.1,2219.0,11,4,1
2217.3,2217.4,10,27,1
2217.3,2218.1,2,5,1
2217.6,2218.3,6,11,1
2218.0,2218.7,10,3,1
2218.1,2218.7,5,3,1
2218.3,2220.6,11,7,1
2218.3,2219.8,11,2,1
2218.5,2221.0,25,24,1
2218.6,2218.9,3,12,1
2218.6,2219.7,8,13,1
2218.9,2220.9,6,13,1
2219.1,2220.5,27,20,1
2219.3,2223.4,17,21,1
2219.7,2220.6,3,2,1
2219.8,2222.4,2,11,1
2220.1,2221.6,15,3,1
2220.6,2221.8,13,27,1
2220.6,2223.2,7,4,1
2221.5,2222.7,2,10,1
2221.5,2222.3,10,14,1
2221.6,2222.9,14,1,1
2221.6,2223.8,3,2,1
2221.8,2223.6,27,1,1
2221.8,2223.0,20,27,1
2221.9,2223.2,14,7,1
2222.0,2222.9,13,3,1
2222.7,2223.6,10,3,1
2223.1,2225.7,17,7,1
2223.2,2224.8,20,5,1
2223.2,2224.5,7,5,1
2223.5,2225.6,11,9,1
2223.6,2225.0,1,17,1
2223.8,2225.2,2,23,1
2223.9,2224.8,1,5,1
2224.0,2225.0,4,12,1
2224.0,2225.4,26,19,1
2224.6,2226.3,21,20,1
2224.6,2226.1,3,6,1
2224.7,2228.3,27,22,1
2224.8,2225.8,5,6,1
2224.9,2229.6,3,14,1
2225.2,2229.4,23,3,1
2225.7,2227.2,7,1,1
2225.8,2226.9,6,20,1
2226.1,2226.8,24,27,1
2226.3,2228.2,4,7,1
2226.3,2228.4,20,16,1
2226.5,2228.3,21,10,1
2226.9,2229.1,17,7,1
2226.9,2229.0,6,4,1
2226.9,2229.6,20,14,1
2228.0,2229.5,27,28,1
2228.3,2230.9,22,24,1
2228.9,2231.5,25,18,1
2229.1,2231.1,7,15,1
2229.2,2230.3,1,11,1
2229.2,2232.5,7,3,1
2229.3,2230.9,16,21,1
2229.4,2232.7,3,6,1
2230.1,2231.0,4,6,1
2230.4,2231.5,14,15,1
2230.6,2231.2,8,12,1
2231.0,2232.0,11,6,1
2231.1,2232.6,15,8,1
2231.2,2231.7,12,9,1
2232.0,2233.1,9,1,1
2232.5,2234.6,3,9,1
2232.6,2235.0,8,15,1
2232.8,2234.0,6,7,1
2232.9,2234.7,9,1,1
2233.2,2234.3,21,20,1
2234.2,2235.3,15,26,1
2234.3,2235.3,1,2,1
2234.3,2235.8,18,27,1
2235.0,2236.4,15,24,1
2235.2,2236.3,24,25,1
2235.4,2237.7,6,11,1
2235.7,2236.5,9,3,1
2235.8,2236.7,23,2,1
2236.1,2237.6,7,13,1
2236.6,2237.6,2,14,1
2237.1,2239.2,1,26,1
2237.2,2238.7,27,20,1
2237.7,2239.6,11,10,1
2239.1,2240.2,13,3,1
2239.3,2240.9,6,5,1
2239.9,2241.6,18,19,1
2241.0,2242.0,2,25,1
2241.0,2241.9,26,22,1
2241.0,2244.0,3,10,1
2241.1,2242.5,22,15,1
2241.1,2243.7,21,28,1
2241.2,2244.6,10,8,1
2241.3,2242.0,20,27,1
2241.7,2243.6,4,9,1
2241.9,2243.7,22,19,1
2242.6,2244.0,19,28,1
2242.7,2243.5,27,23,1
2243.2,2244.6,2,12,1
2243.2,2243.9,24,17,1
2243.4,2244.2,15,18,1
2244.2,2246.3,5,6,1
2245.2,2246.5,19,27,1
2245.3,2247.4,23,25,1
2245.3,2246.8,18,15,1
2246.1,2246.8,9,10,1
2246.7,2248.8,28,15,1
2246.7,2247.6,17,24,1
2246.7,2247.9,25,23,1
2246.8,2248.0,15,23,1
2247.1,2248.3,27,24,1
2247.4,2248.5,10,8,1
2247.4,2247.8,28,6,1
2247.7,2248.4,8,12,1
2247.8,2250.0,6,18,1
2248.5,2250.1,25,18,1
2248.9,2250.5,5,1,1
2249.1,2250.3,23,22,1
2249.6,2250.6,8,14,1
2249.8,2251.6,23,22,1
2250.0,2251.3,18,28,1
2250.0,2252.3,23,2,1
2250.3,2251.4,24,16,1
2250.3,2250.4,22,18,1
2250.5,2251.3,1,3,1
2251.3,2252.5,28,26,1
2251.6,2252.4,12,8,1
2251.6,2253.3,10,8,1
2252.0,2252.5,18,4,1
2252.3,2253.5,2,11,1
2252.4,2253.7,8,12,1
2252.4,2253.6,15,21,1
2253.5,2254.5,3,5,1
2253.5,2254.1,5,2,1
2253.8,2257.3,4,17,1
2254.1,2255.5,2,5,1
2254.5,2254.8,5,24,1
2254.5,2255.8,12,8,1
2254.7,2255.6,20,19,1
2255.2,2257.0,13,19,1
2255.3,2256.9,26,22,1
2255.4,2257.3,9,15,1
2255.5,2256.8,5,4,1
2256.8,2257.7,6,10,1
2257.0,2258.5,19,24,1
2257.3,2259.4,17,19,1
2257.3,2258.7,15,2,1
2257.6,2259.3,22,15,1
2257.7,2259.8,21,28,1
2258.5,2260.8,19,9,1
2259.1,2260.5,5,1,1
2259.4,2263.5,19,27,1
2259.5,2260.7,2,4,1
2259.6,2261.7,10,9,1
2259.8,2261.6,28,9,1
2259.8,2261.3,4,5,1
2260.5,2262.1,1,10,1
2260.5,2261.1,8,23,1
2260.7,2263.0,15,8,1
2260.7,2262.5,4,9,1
2261.1,2262.5,11,9,1
2261.3,2263.2,5,17,1
2261.6,2262.4,9,1,1
2262.1,2263.2,10,17,1
2262.5,2263.7,9,4,1
2262.9,2264.1,9,5,1
2263.0,2264.5,9,11,1
2263.2,2264.0,17,26,1
2263.2,2264.6,17,25,1
2264.5,2267.5,17,9,1
2265.2,2266.7,5,9,1
2265.3,2267.2,9,7,1
2265.6,2267.3,11,6,1
2265.9,2267.0,9,1,1
2266.6,2268.7,19,24,1
2266.6,2268.0,16,25,1
2266.7,2268.0,9,24,1
2266.7,2268.6,9,3,1
2267.0,2267.9,27,23,1
2267.8,2269.0,12,6,1
2267.8,2268.1,23,21,1
2268.2,2270.3,26,23,1
2268.3,2270.6,1,3,1
2268.6,2269.9,25,18,1
2268.7,2270.5,24,18,1
2268.9,2270.6,7,11,1
2268.9,2272.2,9,13,1
2269.2,2270.4,16,1,1
2269.2,2269.8,2,9,1
2269.8,2270.9,9,6,1
2269.9,2272.6,18,20,1
2269.9,2273.6,3,21,1
2271.4,2272.8,1,3,1
2271.4,2272.4,1,2,1
2272.3,2274.4,9,4,1
2272.6,2273.8,6,1,1
2272.8,2273.7,13,3,1
2273.5,2274.3,3,2,1
2273.6,2275.5,18,25,1
2273.6,2274.6,5,13,1
2273.8,2275.2,13,5,1
2274.3,2275.8,24,18,1
2274.7,2277.6,1,9,1
2275.2,2278.1,3,4,1
2275.4,2276.7,20,17,1
2275.5,2278.2,13,11,1
2275.5,2277.4,25,15,1
2275.6,2276.6,2,9,1
2275.8,2276.9,5,20,1
2276.0,2276.8,2,6,1
2276.3,2278.2,18,28,1
2276.4,2278.8,6,11,1
2276.9,2277.5,20,22,1
2277.2,2279.6,5,25,1
2277.6,2280.0,17,25,1
2278.1,2280.3,9,13,1
2278.2,2280.0,15,17,1
2278.8,2279.8,21,24,1
2278.9,2280.1,4,7,1
2279.3,2283.4,16,1,1
2279.5,2281.3,28,26,1
2279.8,2281.2,24,27,1
2280.0,2280.9,25,16,1
2280.0,2283.8,9,13,1
2280.0,2281.3,4,12,1
2280.1,2281.5,11,9,1
2280.5,2283.7,13,14,1
2281.2,2282.1,27,15,1
2281.6,2282.5,17,16,1
2281.8,2283.3,9,11,1
2282.1,2284.0,15,24,1
2282.1,2283.6,13,26,1
2282.2,2283.6,3,8,1
2282.5,2283.6,12,2,1
2282.6,2283.6,12,2,1
2282.6,2285.3,9,12,1
2283.3,2284.1,16,28,1
2283.3,2284.2,26,18,1
2284.1,2285.4,28,16,1
2284.6,2286.5,21,17,1
2284.7,2285.4,16,25,1
2284.9,2286.3,1,11,1
2285.4,2286.4,25,26,1
2285.4,2287.2,18,15,1
2285.4,2286.5,11,10,1
2285.5,2286.4,2,1,1
2285.7,2288.2,9,5,1
2285.8,2287.0,2,12,1
2286.0,2289.6,16,15,1
2286.3,2288.3,11,6,1
2286.6,2287.4,9,22,1
2287.0,2288.8,16,1,1
2287.0,2289.4,12,8,1
2287.2,2289.2,12,9,1
2287.7,2289.6,6,4,1
2287.8,2288.8,26,16,1
2288.0,2289.5,10,11,1
2288.1,2289.6,17,22,1
2288.3,2289.6,6,4,1
2288.7,2291.0,15,8,1
2288.8,2290.8,25,17,1
2288.8,2289.6,16,27,1
2289.2,2290.6,9,2,1
2289.3,2290.2,24,20,1
2289.4,2290.4,1,8,1
2289.6,2291.6,15,18,1
2289.6,2292.0,4,9,1
2289.9,2290.8,9,5,1
2290.4,2291.7,8,10,1
2290.7,2292.8,11,9,1
2291.0,2292.2,27,16,1
2291.3,2292.6,4,5,1
2291.4,2293.7,7,10,1
2291.6,2294.3,22,20,1
2291.6,2292.6,17,19,1
2292.2,2295.6,16,25,1
2292.4,2293.8,10,2,1
2292.4,2296.9,25,28,1
2292.6,2293.6,5,9,1
2292.9,2294.0,16,25,1
2292.9,2294.0,5,14,1
2293.1,2294.2,18,16,1
2293.3,2294.2,5,3,1
2293.4,2295.4,19,21,1
2293.8,2295.5,2,22,1
2293.9,2296.0,25,12,1
2294.0,2296.0,14,4,1
2294.3,2295.6,20,19,1
2294.4,2297.0,9,5,1
2294.5,2295.6,2,4,1
2294.5,2296.9,16,21,1
2295.0,2296.1,3,26,1
2295.2,2296.4,25,26,1
2295.2,2296.5,5,4,1
2295.3,2296.0,9,5,1
2295.4,2296.4,9,5,1
2295.6,2297.2,19,20,1
2295.7,2297.0,2,4,1
2295.8,2297.4,23,24,1
2296.4,2297.5,16,8,1
2296.6,2300.2,18,9,1
2296.9,2298.7,21,15,1
2296.9,2300.6,28,12,1
2297.2,2298.6,21,14,1
2297.5,2298.0,5,8,1
2297.5,2299.0,26,17,1
2297.5,2298.5,8,28,1
2297.9,2300.5,19,22,1
2298.0,2299.6,8,9,1
2298.0,2301.6,18,15,1
2298.2,2302.4,12,2,1
2298.4,2299.3,4,12,1
2298.5,2300.2,9,10,1
2298.6,2302.9,14,5,1
2298.6,2301.7,25,20,1
2298.9,2302.1,4,7,1
2299.1,2301.0,28,26,1
2300.1,2300.2,15,24,1
2300.5,2301.6,24,16,1
2300.9,2301.8,12,2,1
2301.0,2301.7,5,6,1
2301.0,2302.2,17,21,1
2301.2,2303.4,10,8,1
2301.3,2302.7,26,11,1
2302.0,2303.0,26,27,1
2302.1,2304.4,11,4,1
2302.4,2305.2,2,13,1
2302.6,2304.1,9,2,1
2302.7,2305.4,11,10,1
2302.8,2304.8,21,16,1
2302.8,2304.6,2,10,1
2302.9,2305.3,7,1,1
2303.0,2303.7,27,20,1
2303.1,2305.0,6,7,1
2303.8,2305.3,6,12,1
2304.3,2305.7,5,1,1
2304.4,2306.2,12,3,1
2304.5,2306.3,8,5,1
2304.7,2306.7,16,24,1
2304.8,2307.2,16,25,1
2304.9,2305.9,20,19,1
2305.1,2306.3,2,21,1
2305.3,2307.6,20,24,1
2305.3,2306.4,16,28,1
2305.6,2306.6,4,3,1
2305.7,2306.9,5,12,1
2305.8,2308.8,10,8,1
2306.4,2307.4,1,5,1
2306.4,2308.1,7,4,1
2306.7,2308.0,19,21,1
2306.9,2308.3,12,5,1
2307.1,2308.9,15,9,1
2307.2,2308.0,3,6,1
2307.2,2308.7,10,1,1
2307.3,2310.3,28,10,1
2307.4,2311.4,4,16,1
2307.5,2309.1,1,12,1
2307.7,2308.8,5,3,1
2307.9,2310.1,24,26,1
2307.9,2308.0,6,12,1
2308.1,2308.8,17,12,1
2308.4,2308.6,5,9,1
2308.5,2310.4,6,3,1
2308.8,2311.1,12,16,1
2309.0,2310.7,25,15,1
2309.1,2310.5,12,3,1
2309.1,2309.2,12,5,1
2309.2,2310.3,4,2,1
2309.4,2312.1,21,22,1
2310.7,2311.2,3,20,1
2310.7,2312.1,15,9,1
2310.9,2311.3,5,12,1
2311.0,2312.8,17,21,1
2311.0,2311.9,26,23,1
2311.1,2312.2,16,19,1
2311.1,2312.6,24,22,1
2311.2,2312.2,1,3,1
2311.2,2312.8,20,17,1
2312.1,2313.5,9,4,1
2312.2,2314.1,8,1,1
2312.3,2313.2,3,2,1
2312.3,2313.6,3,5,1
2312.6,2314.0,19,17,1
2312.8,2313.8,17,21,1
2312.9,2314.4,10,13,1
2313.2,2319.5,2,22,1
2313.8,2314.8,3,2,1
2314.3,2315.8,5,27,1
2314.4,2316.3,4,17,1
2314.5,2316.4,22,16,1
2314.6,2315.1,21,20,1
2314.8,2316.3,2,1,1
2315.1,2316.4,20,1,1
2315.2,2316.0,17,16,1
2315.8,2317.1,27,20,1
2316.1,2316.9,22,19,1
2316.4,2317.3,1,3,1
2317.0,2318.2,1,2,1
2317.1,2317.9,20,27,1
2317.3,2319.3,16,18,1
2317.6,2320.5,22,20,1
2317.6,2319.7,22,17,1
2317.6,2318.5,16,20,1
2318.2,2319.1,8,1,1
2318.4,2319.2,22,21,1
2318.5,2320.1,20,19,1
2318.5,2320.6,18,11,1
2318.6,2318.7,22,19,1
2318.7,2320.6,1,10,1
2319.4,2321.8,2,4,1
2320.1,2320.8,1,4,1
2321.4,2322.6,23,22,1
2322.0,2324.0,10,7,1
2322.4,2324.1,9,4,1
2322.5,2324.9,26,5,1
2322.5,2324.3,17,16,1
2322.9,2324.1,4,9,1
2323.0,2324.6,18,17,1
2323.4,2325.1,28,21,1
2323.7,2325.4,22,26,1
2324.1,2326.5,9,17,1
2324.1,2326.0,4,6,1
2324.1,2325.5,18,20,1
2324.3,2325.2,16,19,1
2324.6,2325.8,17,21,1
2324.8,2325.7,12,9,1
2324.9,2326.5,5,3,1
